Verslóritgerðir	Verslóritgerð	nvfn-s
sérstakt	sérstakur	lheosf
sjónarhorn	sjónarhorn	nheo
á	á	af
listsköpun	listsköpun	nveo
hans	hann	fpkee
(	(	pa
Reykjavíkurborg	Reykjavíkurborg	nven-s
,	,	pk
e.	e	x
d	d	x
)	)	pa
.	.	pl

Samkvæmt	samkvæmt	af
áætlun	áætlun	nveþ
fyrir	fyrir	af
árið	ár	nheog
2007	2007	ta
eru	vera	sfg3fn
starfsmenn	starfsmaður	nkfn
Listasafnsins	Listasafn	nheegs
41	41	ta
í	í	af
21,6	21,6	ta
stöðugildum	stöðugildi	nhfþ
,	,	pk
en	en	c
stór	stór	lkensf
hluti	hluti	nken
starfsmanna	starfsmaður	nkfe
vinnur	vinna	sfg3en
einungis	einungis	aa
í	í	af
hlutastörfum	hlutastarf	nhfþ
við	við	af
sýningahald	sýningahald	nheo
.	.	pl

Fjárhagsrammi	fjárhagsrammi	nken
fyrir	fyrir	af
árið	ár	nheog
2007	2007	ta
er	vera	sfg3en
239.760.000	239.760.000	ta
krónur	króna	nvfn
.	.	pl

Gestafjöldi	gestafjöldi	nken
er	vera	sfg3en
áætlaður	áætla	sþgken
155.000	155.000	ta
á	á	af
árinu	ár	nheþg
og	og	c
þar	þar	aa
af	af	aa
er	vera	sfg3en
gert	gera	sþghen
ráð	ráð	nhen
fyrir	fyrir	af
10.000	10.000	ta
skólanemum	skólanemi	nkfþ
í	í	af
skipulögðum	skipulagður	lvfþsf
heimsóknum	heimsókn	nvfþ
.	.	pl

Fjöldi	fjöldi	nken
viðburða	viðburður	nkfe
verða	verða	sfg3fn
61	61	ta
á	á	af
árinu	ár	nheþg
.	.	pl

Fjöldi	fjöldi	nken
listaverka	listaverk	nhfe
í	í	af
eigu	eiga	nveþ
safnsins	safn	nheeg
er	vera	sfg3en
13.559	13.559	ta
og	og	c
fjöldi	fjöldi	nken
útilistaverka	útilistaverk	nhfe
í	í	af
umsjón	umsjón	nveþ
safnsins	safn	nheeg
er	vera	sfg3en
135	135	ta
.	.	pl

Hafþór	Hafþór	nken-s
Yngvason	Yngvason	nken-s
er	vera	sfg3en
forstöðumaður	forstöðumaður	nken
Listasafns	Listasafn	nhee-s
Reykjavíkur	Reykjavík	nvee-s
(	(	pa
Reykjavíkurborg	Reykjavíkurborg	nven-s
,	,	pk
2007	2007	ta
)	)	pa
.	.	pl

2.4.5	2.4.5	ta
Ljósmyndasafn	Ljósmyndasafn	nhen-s
Reykjavíkur	Reykjavík	nvee-s
Ljósmyndasafn	Ljósmyndasafn	nhen-s
Reykjavíkur	Reykjavík	nvee-s
var	vera	sfg3eþ
stofnað	stofna	sþghen
árið	ár	nheog
1981	1981	ta
.	.	pl

Upprunalega	upprunalega	aa
var	vera	sfg3eþ
það	það	fphen
í	í	af
einkaeigu	einkaeiga	nveþ
en	en	c
Reykjavíkurborg	Reykjavíkurborg	nven-s
eignaðist	eigna	sfm3eþ
safnið	safn	nheog
árið	ár	nheog
1987	1987	ta
.	.	pl

Ljósmyndasafnið	ljósmyndasafn	nheng
er	vera	sfg3en
eina	einn	lhenvf
sjálfstætt	sjálfstætt	aa
starfandi	starfandi	lhenof
ljósmyndasafnið	ljósmyndasafn	nheng
á	á	af
landinu	land	nheþg
.	.	pl

Það	það	fphen
var	vera	sfg3eþ
áður	áður	aa
til	til	af
húsa	hús	nhfe
í	í	af
Borgartúni	Borgartún	nheþ-s
1	1	ta
,	,	pk
en	en	c
árið	ár	nheog
2000	2000	ta
fluttist	flytja	sfm3eþ
safnið	safn	nheng
í	í	af
Grófarhús	Grófarhús	nheo-s
og	og	c
deilir	deila	sfg3en
þar	þar	aa
nú	nú	aa
húsnæði	húsnæði	nheþ
með	með	af
aðalsafni	aðalsafn	nheþ
Borgarbókasafns	Borgarbókasafn	nhee-s
og	og	c
Borgarskjalasafni	Borgarskjalasafn	nheþ-s
Reykjavíkur	Reykjavík	nvee-s
.	.	pl

Ljósmyndasafnið	Ljósmyndasafn	nhengs
leggur	leggja	sfg3en
áherslu	áhersla	nveo
á	á	af
að	að	cn
skapa	skapa	sng
fræði-	fræðifólk	kt
og	og	c
fagfólki	fagfólk	nheþ
aðstöðu	aðstaða	nveo
og	og	c
tækifæri	tækifæri	nheo
til	til	af
fjölbreyttra	fjölbreyttur	lvfesf
rannsókna	rannsókn	nvfe
á	á	af
ljósmyndun	ljósmyndun	nveþ
og	og	c
þáttum	þáttur	nkfþ
henni	hún	fpveþ
tengdri	tengdur	lveþsf
og	og	c
sinnir	sinna	sfg3en
auk	auk	af
þess	það	fphee
safnkennslu	safnkennsla	nveþ
fyrir	fyrir	af
öll	allur	fohfo
skólastigin	skólastig	nhfog
.	.	pl

Myndvinnsla	myndvinnsla	nven
er	vera	sfg3en
starfrækt	starfrækja	sþgven
á	á	af
safninu	safn	nheþg
og	og	c
annast	anna	sfm3en
safnið	safn	nheng
vinnslu	vinnsla	nveo
á	á	af
myndum	mynd	nvfþ
fyrir	fyrir	af
eigið	eiginn	lheosf
safn	safn	nheo
og	og	c
viðskiptavini	viðskiptavinur	nkfo
.	.	pl

Safnið	safn	nheng
veitir	veita	sfg3en
almenningi	almenningur	nkeþ
,	,	pk
fyrirtækjum	fyrirtæki	nhfþ
og	og	c
stofnunum	stofnun	nvfþ
Reykjavíkurborgar	Reykjavíkurborg	nvee-s
ráðgjöf	ráðgjöf	nveo
og	og	c
þjónustu	þjónusta	nveo
á	á	af
sviði	svið	nheþ
ljósmyndunar	ljósmyndun	nvee
.	.	pl

Á	á	af
heimasíðu	heimasíða	nveþ
Ljósmyndasafns	Ljósmyndasafn	nhee-s
er	vera	sfg3en
einnig	einnig	aa
aðgangur	aðgangur	nken
að	að	af
hinum	hinn	fahfþ
ýmsu	ýmis	fohfþ
ljósmyndasöfnum	ljósmyndasafn	nhfþ
.	.	pl

Safnið	safn	nheng
stendur	standa	sfg3en
fyrir	fyrir	af
fjölda	fjöldi	nkeþ
innlendra	innlendur	lvfesf
og	og	c
erlendra	erlendur	lvfesf
ljósmyndasýninga	ljósmyndasýning	nvfe
á	á	af
hverju	hver	foheþ
ári	ár	nheþ
bæði	bæði	c
eitt	einn	lhensf
og	og	c
sér	sér	lhenof
og	og	c
í	í	af
samstarfi	samstarf	nheþ
við	við	af
önnur	annar	fohfo
söfn	safn	nhfo
og	og	c
fyrirtæki	fyrirtæki	nhfo
(	(	pa
Ljósmyndasafn	Ljósmyndasafn	nhen-s
e.d.	e.d.	ks
;	;	pk
Reykjavíkurborg	Reykjavíkurborg	nven-s
e.d.	e.d.	ks
)	)	pa
.	.	pl

Samkvæmt	samkvæmt	af
áætlun	áætlun	nveþ
fyrir	fyrir	af
árið	ár	nheog
2007	2007	ta
eru	vera	sfg3fn
starfsmenn	starfsmaður	nkfn
Ljósmyndasafnsins	Ljósmyndasafn	nheegs
5	5	ta
í	í	af
5	5	ta
stöðugildum	stöðugildi	nhfþ
.	.	pl

Fjárhagsrammi	fjárhagsrammi	nken
fyrir	fyrir	af
árið	ár	nheog
2007	2007	ta
er	vera	sfg3en
31.532.000	31.532.000	ta
krónur	króna	nvfn
.	.	pl

Gestafjöldi	gestafjöldi	nken
er	vera	sfg3en
áætlaður	áætla	sþgken
25.000	25.000	ta
manns	maður	nkee
á	á	af
árinu	ár	nheþg
og	og	c
þar	þar	aa
af	af	aa
er	vera	sfg3en
gert	gera	sþghen
ráð	ráð	nhen
fyrir	fyrir	af
1.000	1.000	ta
skólanemum	skólanemi	nkfþ
í	í	af
skipulögðum	skipulagður	lvfþsf
heimsóknum	heimsókn	nvfþ
.	.	pl

Fjöldi	fjöldi	nken
viðburða	viðburður	nkfe
verða	verða	sfg3fn
16	16	ta
á	á	af
árinu	ár	nheþg
.	.	pl

Forstöðumaður	forstöðumaður	nken
Ljósmyndasafnsins	Ljósmyndasafn	nheegs
er	vera	sfg3en
María	María	nven-s
Karen	Karen	nven-s
Sigurðardóttir	Sigurðardóttir	nven-s
(	(	pa
Reykjavíkurborg	Reykjavíkurborg	nven-s
,	,	pk
2007	2007	ta
)	)	pa
.	.	pl

2.4.6	2.4.6	ta
Minjasafn	Minjasafn	nhen-s
Reykjavíkur	Reykjavík	nvee-s
Árið	ár	nheog
1954	1954	ta
var	vera	sfg3eþ
Skjala-	Skjalasafn	kt
og	og	c
minjasafn	minjasafn	nhen
Reykjavíkur	Reykjavík	nvee-s
formlega	formlega	aa
stofnað	stofna	sþghen
og	og	c
fékk	fá	sfg3eþ
það	það	fphen
húsnæði	húsnæði	nheo
að	að	af
Skúlatúni	Skúlatún	nheþ-s
2	2	ta
.	.	pl

Árið	ár	nheog
1957	1957	ta
samþykkti	samþykkja	sfg3eþ
bæjarráð	bæjarráð	nhen
að	að	c
á	á	af
jörðinni	jörð	nveþg
Árbæ	Árbær	nkeþ-s
,	,	pk
sem	sem	ct
lengi	lengi	aa
hafði	hafa	sfg3eþ
verið	vera	sþghen
áningarstaður	áningarstaður	nken
fólks	fólk	nhee
á	á	af
leið	leið	nveþ
til	til	aa
og	og	c
frá	frá	af
Reykjavík	Reykjavík	nveþ-s
og	og	c
sem	sem	ct
komin	koma	sþgven
var	vera	sfg3eþ
í	í	af
eyði	eyði	nheo
,	,	pk
skyldi	skulu	svg3eþ
búinn	búa	sþgken
til	til	aa
almenningsgarður	almenningsgarður	nken
og	og	c
þar	þar	aa
yrði	verða	svg3eþ
komið	koma	sþghen
upp	upp	aa
safni	safn	nheþ
gamalla	gamall	lhfesf
húsa	hús	nhfe
sem	sem	ct
hefðu	hafa	svg3fþ
menningarsögulegt	menningarsögulegur	lheosf
gildi	gildi	nheo
.	.	pl

Safnið	safn	nheng
var	vera	sfg3eþ
opnað	opna	sþghen
sama	samur	fbheo
ár	ár	nheo
.	.	pl

Fyrsta	fyrstur	lhenve
verkefni	verkefni	nhen
hins	hinn	ghee
nýstofnaða	nýstofnaður	lheevf
safns	safn	nhee
var	vera	sfg3eþ
að	að	cn
endurbyggja	endurbyggja	sng
Árbæinn	Árbær	nkeogs
og	og	c
síðan	síðan	aa
var	vera	sfg3eþ
byrjað	byrja	sþghen
á	á	af
að	að	cn
flytja	flytja	sng
gömul	gamall	lhfosf
hús	hús	nhfo
úr	úr	af
Reykjavík	Reykjavík	nveþ-s
á	á	af
safnið	safn	nheog
og	og	c
endurbyggja	endurbyggja	sng
þau	það	fphfo
.	.	pl

Árið	ár	nheog
1968	1968	ta
voru	vera	sfg3fþ
þessi	þessi	fahfn
tvö	tveir	tfhfn
söfn	safn	nhfn
svo	svo	aa
sameinuð	sameina	sþghfn
í	í	af
það	sá	faheo
sem	sem	ct
nú	nú	aa
er	vera	sfg3en
Minjasafn	Minjasafn	nhen-s
Reykjavíkur	Reykjavík	nvee-s
.	.	pl

Hlutverk	hlutverk	nhen
Minjasafnsins	Minjasafn	nheegs
felst	fela	sfm3en
í	í	af
rannsóknum	rannsókn	nvfþ
á	á	af
sögu	saga	nveþ
borgarinnar	borg	nveeg
og	og	c
minjavörslu	minjavarsla	nveþ
.	.	pl

Það	það	fphen
hefur	hafa	sfg3en
umsjón	umsjón	nveo
og	og	c
eftirlit	eftirlit	nheo
með	með	af
menningarminjum	menningarminjar	nvfþ
í	í	af
landi	land	nheþ
Reykjavíkur	Reykjavík	nvee-s
ásamt	ásamt	af
skráningu	skráning	nveþ
og	og	c
eftirliti	eftirlit	nheþ
fornleifa	fornleif	nvfe
og	og	c
gamalla	gamall	lvfesf
bygginga	bygging	nvfe
.	.	pl

Starfsemi	starfsemi	nven
Minjasafnsins	Minjasafn	nheegs
er	vera	sfg3en
fjölbreytt	fjölbreyttur	lvensf
.	.	pl

Í	í	af
Árbæjarsafni	Árbæjarsafn	nheþ-s
,	,	pk
sem	sem	ct
er	vera	sfg3en
útisafn	útisafn	nhen
,	,	pk
er	vera	sfg3en
leitast	leita	sþmhen
við	við	af
að	að	cn
gefa	gefa	sng
hugmynd	hugmynd	nveo
um	um	af
byggingalist	byggingalist	nveo
og	og	c
lifnaðarhætti	lifnaðarháttur	nkfo
í	í	af
Reykjavík	Reykjavík	nveþ-s
.	.	pl

Auk	auk	af
þess	það	fphee
er	vera	sfg3en
boðið	bjóða	sþghen
upp	upp	aa
á	á	af
fjölda	fjöldi	nkeo
sýninga	sýning	nvfe
og	og	c
viðburða	viðburður	nkfe
sem	sem	ct
tengjast	tengja	sfm3fn
einstökum	einstakur	lkfþsf
þáttum	þáttur	nkfþ
í	í	af
sögu	saga	nveþ
Reykjavíkurborgar	Reykjavíkurborg	nvee-s
.	.	pl

Þar	þar	aa
er	vera	sfg3en
einnig	einnig	aa
rekin	reka	sþgven
veitingasala	veitingasala	nven
,	,	pk
minjagripaverslun	minjagripaverslun	nven
og	og	c
á	á	af
sumrin	sumar	nhfog
er	vera	sfg3en
dagleg	daglegur	lvensf
leiðsögn	leiðsögn	nven
um	um	af
safnið	safn	nheog
.	.	pl

Landnámssýningin	landnámssýning	nveng
Reykjavík	Reykjavík	nven-s
871±2	871±2	ta
er	vera	sfg3en
einnig	einnig	aa
í	í	af
umsjón	umsjón	nveþ
Minjasafnsins	Minjasafn	nheegs
.	.	pl

Sýningin	sýning	nveng
er	vera	sfg3en
í	í	af
Aðalstræti	Aðalstræti	nheþ-s
16	16	ta
og	og	c
var	vera	sfg3eþ
opnuð	opna	sþgven
í	í	af
maí	maí	nkeþ
árið	ár	nheog
2006	2006	ta
.	.	pl

Þegar	þegar	c
grafið	grafa	sþghen
var	vera	sfg3eþ
fyrir	fyrir	af
nýju	nýr	lheþsf
húsi	hús	nheþ
á	á	af
horni	horn	nheþ
Aðalstrætis	Aðalstræti	nhee-s
og	og	c
Túngötu	Túngata	nvee-s
fannst	finna	sfm3eþ
skálarúst	skálarúst	nven
frá	frá	af
10.	10.	ta
öld	öld	nveþ
og	og	c
myndar	mynda	sfg3en
hún	hún	fpven
nú	nú	aa
miðpunkt	miðpunktur	nkeo
sýningarinnar	sýning	nveeg
(	(	pa
Minjasafn	Minjasafn	nhen-s
Reykjavíkur	Reykjavík	nvee-s
,	,	pk
e.d.	e.d.	ks
)	)	pa
.	.	pl

Samkvæmt	samkvæmt	af
áætlun	áætlun	nveþ
fyrir	fyrir	af
árið	ár	nheog
2007	2007	ta
eru	vera	sfg3fn
starfsmenn	starfsmaður	nkfn
Minjasafnsins	Minjasafn	nheegs
35	35	ta
í	í	af
15,9	15,9	ta
stöðugildum	stöðugildi	nhfþ
.	.	pl

Fjárhagsrammi	fjárhagsrammi	nken
fyrir	fyrir	af
árið	ár	nheog
2007	2007	ta
er	vera	sfg3en
109.915.000	109.915.000	ta
krónur	króna	nvfn
.	.	pl

Gestafjöldi	gestafjöldi	nken
er	vera	sfg3en
áætlaður	áætla	sþgken
70.000	70.000	ta
manns	maður	nkee
á	á	af
árinu	ár	nheþg
og	og	c
þar	þar	aa
af	af	aa
er	vera	sfg3en
gert	gera	sþghen
ráð	ráð	nhen
fyrir	fyrir	af
12.000	12.000	ta
skólanemum	skólanemi	nkfþ
í	í	af
skipulögðum	skipulagður	lvfþsf
heimsóknum	heimsókn	nvfþ
.	.	pl

Fjöldi	fjöldi	nken
viðburða	viðburður	nkfe
verða	verða	sfg3fn
50	50	ta
og	og	c
fjöldi	fjöldi	nken
útgáfuverka	útgáfuverk	nhfe
10	10	ta
.	.	pl

Starfsmannafjöldi	starfsmannafjöldi	nken
Landnámssýningarinnar	Landnámssýning	nveegs
er	vera	sfg3en
5	5	ta
í	í	af
2,75	2,75	ta
stöðugildum	stöðugildi	nhfþ
.	.	pl

Fjárhagsrammi	fjárhagsrammi	nken
sýningarinnar	sýning	nveeg
er	vera	sfg3en
49.501.000	49.501.000	ta
.	.	pl

Borgarminjavörður	borgarminjavörður	nken
,	,	pk
Guðný	Guðný	nven-s
Gerður	Gerður	nven-s
Gunnarsdóttir	Gunnarsdóttir	nven-s
,	,	pk
veitir	veita	sfg3en
Minjasafni	Minjasafn	nheþ-s
Reykjavíkur	Reykjavík	nvee-s
forstöðu	forstaða	nveo
(	(	pa
Reykjavíkurborg	Reykjavíkurborg	nven-s
,	,	pk
2007	2007	ta
)	)	pa
.	.	pl

Þriðji	þriðji	lkenvf
kafli	kafli	nken
-	-	pa
Leiðin	leið	nveng
til	til	af
Swann	Swann	n----s
3.1.	3.1.	ta

Hinn	hinn	gken
andvaka	andvaka	lkenof
sögumaður	sögumaður	nken
Þórbergur	Þórbergur	nken-s
og	og	c
Proust	Proust	n----s
eiga	eiga	sfg3fn
margt	margur	lheosf
sameiginlegt	sameiginlegur	lheosf
í	í	af
aðferðafræði	aðferðafræði	nveþ
sinni	sinn	feveþ
,	,	pk
t.d.	t.d.	ks
á	eiga	sfg3en
þessi	þessi	faven
setning	setning	nven
úr	úr	af
Bréfi	Bréf	nheþ-s
til	til	af
Láru	Lára	nvee-s
vel	vel	aa
við	við	af
þá	hann	fpkfo
báða	báðir	fokfo
:	:	pa
«	«	pg
Örlítið	örlítill	lhensf
brot	brot	nhen
úr	úr	af
æfisögu	æfisaga	nveþ
manns	maður	nkee
,	,	pk
húss	hús	nhee
,	,	pk
bæjar	bær	nkee
,	,	pk
þorps	þorp	nhee
,	,	pk
sveitar	sveit	nvee
,	,	pk
getur	geta	sfg3en
verið	vera	sþghen
ódauðlegt	ódauðlegur	lhensf
listaverk	listaverk	nhen
,	,	pk
ef	ef	c
sá	sá	faken
segir	segja	sfg3en
,	,	pk
sem	sem	ct
kann	kunna	sfg3en
með	með	af
sögur	saga	nvfo
að	að	cn
fara	fara	sng
.	.	pl
»	»	pg

Í	í	af
Leiðinni	Leið	nveþgs
til	til	af
Swann	Swann	n----s
stillir	stilla	sfg3en
Proust	Proust	n----s
fókusinn	fókus	nkeog
þröngt	þröngt	aa
á	á	af
ýmis	ýmis	fohfo
smáatriði	smáatriði	nhfo
,	,	pk
svo	svo	aa
sem	sem	c
sögu	saga	nveo
manns	maður	nkee
,	,	pk
húss	hús	nhee
og	og	c
bæjar	bær	nkee
,	,	pk
og	og	c
þenur	þenja	sfg3en
út	út	aa
í	í	af
yfirstærð	yfirstærð	nveo
.	.	pl

Maður	maður	nken
áttar	átta	sfg3en
sig	sig	fpkeo
þess	það	fphee
vegna	vegna	af
illa	illa	aa
á	á	af
stóru	stór	lveþvf
myndinni	mynd	nveþg
;	;	pk
um	um	af
hvað	hver	fsheo
bókin	bók	nveng
raunverulega	raunverulega	aa
fjallar	fjalla	sfg3en
.	.	pl

Án	án	af
þess	það	fphee
að	að	cn
þykjast	þykja	snm
skilja	skilja	sng
hana	hún	fpveo
nákvæmlega	nákvæmlega	aa
ætla	ætla	sfg1en
ég	ég	fp1en
því	því	aa
að	að	cn
hefja	hefja	sng
umfjöllunina	umfjöllun	nveog
á	á	af
því	það	fpheþ
að	að	cn
útskýra	útskýra	sng
stóru	stór	lveovf
myndina	mynd	nveog
,	,	pk
þ.e.	þ.e.	ks
hvernig	hvernig	aa
hún	hún	fpven
er	vera	sfg3en
byggð	byggja	sþgven
upp	upp	aa
.	.	pl

Og	og	c
svo	svo	aa
mun	munu	sfg1en
ég	ég	fp1en
þrengja	þrengja	sng
fókusinn	fókus	nkeog
á	á	af
einn	einn	fokeo
hluta	hluti	nkeo
hennar	hún	fpvee
til	til	af
að	að	cn
túlka	túlka	sng
í	í	af
samhengi	samhengi	nheþ
við	við	af
Þórberg	Þórbergur	nkeo-s
og	og	c
sjálfsævisögufræðin	sjálfsævisögufræði	nhfog
.	.	pl

Ytri	ytri	lkenvm
tími	tími	nken
Leiðarinnar	Leið	nveegs
til	til	af
Swann	Swann	n----s
er	vera	sfg3en
ein	einn	tfven
nótt	nótt	nven
.	.	pl

Sögumaðurinn	sögumaður	nkeng
sofnar	sofna	sfg3en
út	út	aa
frá	frá	af
bók	bók	nveþ
kvöldið	kvöld	nheog
áður	áður	aa
og	og	c
vaknar	vakna	sfg3en
á	á	af
miðnætti	miðnætti	nheþ
.	.	pl

Eftir	eftir	af
það	það	fpheo
liggur	liggja	sfg3en
hann	hann	fpken
andvaka	andvaka	lkenof
til	til	af
morguns	morgunn	nkee
og	og	c
á	á	aa
meðan	meðan	c
rifjar	rifja	sfg3en
hann	hann	fpken
upp	upp	aa
æsku	æska	nveo
sína	sinn	feveo
.	.	pl

En	en	c
þetta	þessi	fahen
er	vera	sfg3en
ekki	ekki	aa
ein	einn	foven
ákveðin	ákveðinn	lvensf
nótt	nótt	nven
heldur	heldur	c
margar	margur	lvfnsf
svipaðar	svipaður	lvfnsf
.	.	pl

Hann	hann	fpken
segir	segja	sfg3en
:	:	pa

Staðan	staða	nveng
er	vera	sfg3en
þessi	þessi	faven
:	:	pa
sögumaðurinn	sögumaður	nkeng
er	vera	sfg3en
að	að	cn
segja	segja	sng
frá	frá	af
því	það	fpheþ
að	að	c
hann	hann	fpken
liggi	liggja	svg3en
oft	oft	aa
andvaka	andvaka	lkenof
og	og	c
endursegir	endursegja	sfg3en
hugsanir	hugsun	nvfo
sínar	sinn	fevfo
frá	frá	af
þessum	þessi	favfþ
nóttum	nótt	nvfþ
.	.	pl

Hann	hann	fpken
rifjar	rifja	sfg3en
helst	heldur	aae
upp	upp	aa
tvær	tveir	tfvfo
sögur	saga	nvfo
:	:	pa
árin	ár	nhfog
í	í	af
Combray	Combray	n----s
og	og	c
söguna	saga	nveog
«	«	pg
Ástin	Ást	nvengs
hans	hann	fpkee
Swann	Swann	n----s
»	»	pg
,	,	pk
sem	sem	ct
er	vera	sfg3en
II.	II.	lkensf
hluti	hluti	nken
verksins	verk	nheeg
.	.	pl

Sagan	saga	nveng
um	um	af
ástarsamband	ástarsamband	nheo
Swann	Swann	n----s
og	og	c
Odette	Odette	n----s
er	vera	sfg3en
eins	eins	aa
og	og	c
sjálfstæð	sjálfstæður	lvensf
skáldsaga	skáldsaga	nven
og	og	c
segir	segja	sfg3en
frá	frá	af
atburðum	atburður	nkfþ
frá	frá	af
því	það	fpheþ
áður	áður	aa
en	en	c
Marcel	Marcel	n----s
fæðist	fæða	sfm3en
.	.	pl

En	en	c
hún	hún	fpven
kallast	kalla	sfm3en
á	á	aa
við	við	af
III.	III.	lkeovf
hluta	hluti	nkeo
verksins	verk	nheeg
sem	sem	ct
fjallar	fjalla	sfg3en
um	um	af
ást	ást	nveo
Marcels	Marcel	n----s
á	á	af
Gilberte	Gilberte	n----s
,	,	pk
dóttur	dóttir	nveþ
Swann	Swann	n----s
og	og	c
Odette	Odette	n----s
.	.	pl

Þessar	þessi	favfn
sögur	saga	nvfn
skipa	skipa	sfg3fn
sérstakan	sérstakur	lkeosf
sess	sess	nkeo
í	í	af
sjálfsmynd	sjálfsmynd	nveþ
sögumannsins	sögumaður	nkeeg
.	.	pl

Þetta	þessi	fahen
eru	vera	sfg3fn
sögurnar	saga	nvfng
sem	sem	ct
hann	hann	fpken
segir	segja	sfg3en
sjálfum	sjálfur	fbkeþ
sér	sig	fpkeþ
til	til	af
að	að	cn
svara	svara	sng
spurningunni	spurning	nveþg
:	:	pa
hver	hver	fsken
er	vera	sfg1en
ég	ég	fp1en
?	?	pl

Sagan	saga	nveng
um	um	af
ástina	ást	nveog
hans	hann	fpkee
Swann	Swann	n----s
fjallar	fjalla	sfg3en
um	um	af
upplifun	upplifun	nveo
hans	hann	fpkee
á	á	af
ástinni	ást	nveþg
og	og	c
fleiru	margur	lheþvm
,	,	pk
en	en	c
ég	ég	fp1en
ætla	ætla	sfg1en
ekki	ekki	aa
að	að	cn
fara	fara	sng
nánar	náið	aam
út	út	aa
í	í	af
það	það	fpheo
hér	hér	aa
.	.	pl

Ég	ég	fp1en
ætla	ætla	sfg1en
að	að	cn
skoða	skoða	sng
sérstaklega	sérstaklega	aa
söguna	saga	nveog
um	um	af
árin	ár	nhfog
í	í	af
Combray	Combray	n----s
sem	sem	ct
ég	ég	fp1en
tel	telja	sfg1en
að	að	c
fjalli	fjalla	svg3en
um	um	af
það	það	fpheo
hvernig	hvernig	aa
sjálfsvitund	sjálfsvitund	nven
Marcels	Marcel	n----s
verður	verða	sfg3en
til	til	aa
í	í	af
ákveðnu	ákveðinn	lheþsf
umhverfi	umhverfi	nheþ
og	og	c
þroskast	þroska	sfm3en
þar	þar	aa
til	til	aa
hann	hann	fpken
áttar	átta	sfg3en
sig	sig	fpkeo
á	á	af
því	það	fpheþ
að	að	c
hann	hann	fpken
vill	vilja	sfg3en
verða	verða	sng
rithöfundur	rithöfundur	nken
.	.	pl

Þrátt	þrátt	aa
fyrir	fyrir	af
að	að	c
það	það	fphen
sé	vera	svg3en
erfitt	erfiður	lhensf
að	að	cn
átta	átta	sng
sig	sig	fpkeo
á	á	af
tímanum	tími	nkeþg
í	í	af
fyrra	fyrri	lheþvm
bindi	bindi	nheþ
Leiðarinnar	Leið	nveegs
til	til	af
Swann	Swann	n----s
skiptir	skipta	sfg3en
einn	einn	tfken
tímapunktur	tímapunktur	nken
því	það	fpheþ
afgerandi	afgerandi	aa
í	í	af
tvennt	tvennur	lheosf
.	.	pl

Það	það	fphen
er	vera	sfg3en
þegar	þegar	c
Marcel	Marcel	n----s
bragðar	bragða	sfg3en
magðalenuköku	magðalenukaka	nveo
bleytta	bleyttur	lveosf
í	í	af
tei	te	nheþ
,	,	pk
sem	sem	ct
minnir	minna	sfg3en
hann	hann	fpkeo
á	á	af
sams	samur	fbkee
konar	konar	nkee
kökur	kaka	nvfo
sem	sem	ct
hann	hann	fpken
fékk	fá	sfg3eþ
heima	heima	aa
hjá	hjá	af
Léonie	Léonie	n----s
frænku	frænka	nveþ
í	í	af
Combray	Combray	n----s
.	.	pl

Fyrir	fyrir	af
kökuátið	kökuát	nheog
mundi	muna	sfg3eþ
hann	hann	fpken
aðeins	aðeins	aa
eitt	einn	tfheo
úr	úr	af
æsku	æska	nveþ
sinni	sinn	feveþ
:	:	pa
Kvöldið	kvöld	nheog
þegar	þegar	c
hann	hann	fpken
kvíðir	kvíða	sfg3en
því	það	fpheþ
að	að	c
mamma	mamma	nven
hans	hann	fpkee
muni	munu	svg3en
ekki	ekki	aa
kyssa	kyssa	sng
hann	hann	fpkeo
góða	góður	lveosf
nótt	nótt	nveo
,	,	pk
en	en	c
sem	sem	ct
endar	enda	sfg3en
á	á	af
því	það	fpheþ
að	að	c
hún	hún	fpven
kyssir	kyssa	sfg3en
hann	hann	fpkeo
ekki	ekki	aa
aðeins	aðeins	aa
heldur	heldur	aam
gistir	gista	sfg3en
í	í	af
herberginu	herbergi	nheþg
hans	hann	fpkee
um	um	af
nóttina	nótt	nveog
.	.	pl

Til	til	af
að	að	cn
hugga	hugga	sng
drenginn	drengur	nkeog
sinn	sinn	fekeo
tekur	taka	sfg3en
hún	hún	fpven
upp	upp	aa
afmælisgjöfina	afmælisgjöf	nveog
fyrir	fyrir	af
tímann	tími	nkeog
,	,	pk
sem	sem	ct
reynist	reyna	sfm3en
vera	vera	sng
nokkrar	nokkur	fovfn
skáldsögur	skáldsaga	nvfn
,	,	pk
Djöflapollur	Djöflapollur	nken-s
,	,	pk
Francois	Francois	n----s
le	le	n----s
Champi	Champi	n----s
,	,	pk
Fadette	Fadette	n----s
litla	lítill	lvenvf
og	og	c
Blásararnir	Blásari	nkfngs
fræknu	frækinn	lkfnvf
eftir	eftir	af
George	George	n----s
Sand	Sand	n----s
,	,	pk
og	og	c
les	lesa	sfg3en
fyrir	fyrir	af
hann	hann	fpkeo
.	.	pl

Þannig	þannig	aa
tengist	tengja	sfm3en
fyrsta	fyrstur	lvenve
,	,	pk
og	og	c
á	á	af
þeim	sá	fakeþ
tíma	tími	nkeþ
,	,	pk
eina	einn	lvenvf
minning	minning	nven
